fname,labels,ZCR(mean),ZCR(std),RMSE(mean),RMSE(std),tempo,chroma_stft(mean),chroma_stft(std),spectral_centroid(mean),spectral_centroid(std),spectral_bandwith(mean),spectral_bandwith(std),spectral_rollof(mean),spectral_rollof(std),harm(mean),harm(std),perc(mean),perc(std),mfcc_1(mean),mfcc_1(std),mfcc_2(mean),mfcc_2(std),mfcc_3(mean),mfcc_3(std),mfcc_4(mean),mfcc_4(std),mfcc_5(mean),mfcc_5(std),mfcc_6(mean),mfcc_6(std),mfcc_7(mean),mfcc_7(std),mfcc_8(mean),mfcc_8(std),mfcc_9(mean),mfcc_9(std),mfcc_10(mean),mfcc_10(std),mfcc_11(mean),mfcc_11(std),mfcc_12(mean),mfcc_12(std),mfcc_13(mean),mfcc_13(std),mfcc_14(mean),mfcc_14(std),mfcc_15(mean),mfcc_15(std),mfcc_16(mean),mfcc_16(std),mfcc_17(mean),mfcc_17(std),mfcc_18(mean),mfcc_18(std),mfcc_19(mean),mfcc_19(std),mfcc_20(mean),mfcc_20(std),mfcc_21(mean),mfcc_21(std),mfcc_22(mean),mfcc_22(std),mfcc_23(mean),mfcc_23(std),mfcc_24(mean),mfcc_24(std),mfcc_25(mean),mfcc_25(std)
./Data/genres_original/pop/pop.00027.wav,pop,0.3169614129907358,0.2857533944251907,0.3889081990959714,0.30580130245493514,0.13978494623655918,0.41832886651875656,0.6938502182548478,0.5463713940856707,0.4889610584384176,0.7755335496638469,0.45496191594454194,0.6567034379755929,0.6566261522296785,0.633852517236462,0.36253177452455176,0.553812871489915,0.39871458659884385,-75.35941,68.2279,83.35071,28.659767,10.695162,18.703611,14.4605,14.750466,14.239106,12.039239,7.397378,11.47845,5.2808986,10.521744,-0.3932319,9.926886,5.7210793,9.998407,3.3658257,8.403234,-2.5226784,7.868329,-4.2161746,8.072605,-1.8445051,7.7485538,-5.9071975,7.432661,-1.2714547,7.2973294,-3.7691815,8.892828,-2.8537426,9.064863,-0.9322697,8.562303,-1.1161617,8.686302,-2.7156475,9.827937,-4.133138,9.146102,-0.564807,9.176905,2.5117862,8.994042,1.8615217,8.881922,2.008656,9.102986
./Data/genres_original/pop/pop.00033.wav,pop,0.45590152063721945,0.2620911648783651,0.34302761692467626,0.291546392954662,0.23076923076923078,0.5107002647726233,0.6888817369157958,0.585910882854155,0.3461858312962579,0.7018665656242535,0.41113618219347003,0.655303376427501,0.4663575886561854,0.6304989562004443,0.33605596228145557,0.506398444406739,0.304744515890924,-68.98024,95.88409,73.7614,22.268282,-12.468053,22.888102,9.550569,15.888206,-0.0406108,13.193267,12.724537,15.28411,3.1635811,11.652485,-0.07432033,12.761494,2.5329216,10.505482,2.8792171,7.565073,-1.6728497,8.518889,-3.015692,9.792555,1.6231787,6.66055,1.0967094,6.556072,0.9344072,5.462408,-0.41497236,5.9568806,-1.2391863,5.832932,-0.7579691,5.7409744,-1.7024553,6.0421295,-1.0375841,7.1377215,-1.2153224,6.863217,-3.0881202,7.940088,-2.1310027,7.2908616,-0.8559315,6.682934,-1.1906708,6.7937975
./Data/genres_original/pop/pop.00032.wav,pop,0.818172995812089,0.7981871009338569,0.2359215162072833,0.26925587990349403,0.20987654320987653,0.5182917587165002,0.7435712701861976,0.9456014948689915,0.7201935758897323,0.9596529686833357,0.3005864645805989,0.9754857940491609,0.4704339058896778,0.633593507406607,0.19216572825815567,0.5534247440692844,0.3096278631241813,-113.163,78.68354,41.597984,29.635162,21.517519,24.93522,11.098094,20.322233,17.437098,15.408671,0.60965705,14.605071,3.0298927,11.427036,0.08525047,12.269739,3.4522667,12.220077,0.28739408,9.625731,0.6187023,9.173528,1.2615824,8.6073065,2.8980768,8.5332365,-0.77601093,6.9681516,0.21645002,7.543303,-1.4073851,6.965076,-0.7568182,7.5237923,-0.86751634,8.625406,-1.5359048,9.006012,1.0719895,8.936865,0.5402696,9.8806505,0.41849905,10.349148,2.248957,10.099603,2.9012315,8.741168,1.8018794,8.836128
./Data/genres_original/pop/pop.00026.wav,pop,0.3233948207260539,0.3421901497077803,0.4850285339737254,0.5266160465090193,0.0980392156862745,0.3315981208652572,0.7635686093143184,0.5058340873639207,0.5537996740074056,0.7465757034179465,0.5769594982721996,0.6058359354732323,0.7465912631552956,0.6340630376355608,0.5055321891401166,0.5570635230676043,0.4925719950540314,-73.37298,64.50182,97.49157,28.380848,16.85425,23.199362,-0.59438705,16.159407,7.1818285,16.336655,4.867855,13.282612,0.75712484,11.832613,-5.5480394,12.633296,0.99840665,10.788364,4.9286504,9.970435,-5.832595,8.858984,-4.9275804,9.271369,-0.031149644,8.473019,-3.037111,8.626489,-0.14768411,9.335969,-2.3753452,9.364728,0.7281253,8.950831,0.68922067,8.181159,1.9680396,9.53144,0.8018674,8.912342,-4.247279,9.066788,-4.255018,9.275483,-1.6032437,8.502372,-0.13757697,8.1394205,2.1625857,8.590397
./Data/genres_original/pop/pop.00030.wav,pop,0.5020372208992439,0.3760306695199697,0.504054452346887,0.47172330539607865,0.20987654320987653,0.37769579274610643,0.6796203822785931,0.6468501007749816,0.41815636054675026,0.7953852357669848,0.3407276723449727,0.7446195309111114,0.49216667041548223,0.6335750253130759,0.5038877358818568,0.5543944678520272,0.4898238739291708,-18.16849,57.75568,72.28313,22.34588,-4.8913684,17.097946,-0.37640285,15.132361,1.6872772,10.445666,-0.92444575,11.595991,-1.3286743,8.988681,-0.3421871,9.419024,0.6516297,10.427172,-0.18650626,8.474763,-1.2240083,8.8756,-1.0513293,7.953706,2.5230043,6.3550296,1.2420251,6.180153,1.7439938,6.383405,-3.4468458,6.9508944,0.39184928,6.8171177,-0.8587082,6.202991,0.9233996,5.989301,1.6603035,6.534202,-1.2911543,6.82925,-0.31052166,7.8558054,1.5864856,8.200037,4.4245114,7.6044044,3.4411728,6.0909104
./Data/genres_original/pop/pop.00024.wav,pop,0.48530199989548894,0.4662166286218015,0.5150649734729439,0.5612319234009127,0.3333333333333333,0.4864418344744754,0.8549573943728892,0.706461346180588,0.4865696517294839,0.8719201383569464,0.3422504047860079,0.8264175754463026,0.4993599927506832,0.6337963739025193,0.46817088730111367,0.5471870681236214,0.6283438820590906,-40.904087,62.377117,61.54,23.896954,9.868571,20.20711,10.098781,18.781403,8.45437,13.101596,5.3719335,14.178363,8.382931,10.856162,3.5187213,10.698202,8.25046,9.628836,5.878693,9.740919,-0.09783147,8.599853,-0.56062317,8.635905,0.5559625,7.3987565,-1.9817557,8.139961,1.910873,8.378126,0.07908022,9.261755,-1.2651286,9.592717,1.2358273,9.695321,1.498413,10.133526,0.9474671,9.814893,0.91506803,9.682438,-0.88993186,9.247789,0.6332419,9.086724,-0.6335706,7.455252,-1.1258239,8.190761
./Data/genres_original/pop/pop.00018.wav,pop,0.4189822107094068,0.4174855041892846,0.5151160787114692,0.3594966782186759,0.36507936507936506,0.4842082150722886,0.707101613628732,0.7408414519936226,0.5001241496451935,0.9601841435366076,0.27145610882892557,0.9060456821282618,0.3982348193030144,0.6335702864542856,0.4861214005565474,0.5551134877174232,0.5228249861571939,-48.96048,46.861004,62.627907,21.436405,34.227123,21.334946,12.322167,16.61667,16.563198,10.308005,8.6150255,12.415273,8.76582,10.181723,5.259592,9.202506,6.7995486,8.7155075,9.060048,9.284856,-4.0810695,7.6415186,-0.7451284,7.6375766,-0.38003916,6.5200253,-0.47521973,8.273387,0.6501814,8.358872,1.7141889,8.875945,1.3645208,9.3650675,1.9240906,10.77536,3.8515859,11.321724,1.6070632,9.066457,0.39760473,10.743662,3.7116866,9.653472,4.032743,8.744023,3.8903697,7.8404245,1.9610006,7.358311
./Data/genres_original/pop/pop.00019.wav,pop,0.5309285815597543,0.6203582491650074,0.5238581119577548,0.45079591640862704,0.19047619047619052,0.41626299886676654,0.727729959516735,0.6625413543931051,0.6086003089054031,0.7835887464255107,0.45716759741377977,0.7320420837705244,0.6106631465931391,0.6338751747702355,0.4765489482947788,0.548126138965451,0.5716043764879221,-25.120617,62.283142,70.808525,28.737165,2.9293947,21.549969,7.533097,17.282282,1.4523046,14.099011,2.8564467,15.776959,1.9144237,11.389854,-6.8212695,10.18897,0.29936558,11.093381,-1.943024,9.895633,-6.645998,8.995982,-0.24678162,7.613123,-0.7579966,8.237466,-4.2492867,7.378039,-2.4382405,6.7072787,-5.674394,5.89698,-1.5684768,6.9582796,0.6676504,8.262113,1.6919546,8.59414,0.78575635,7.6217875,0.6010849,7.419574,-0.20550407,9.962577,2.9611135,8.554069,3.324378,8.251009,5.0329003,8.209023
./Data/genres_original/pop/pop.00025.wav,pop,0.3320573019700352,0.49712424481899425,0.4696697012264857,0.478273924805604,0.5294117647058822,0.322093905466192,0.809376912501663,0.6099371233372266,0.7070191248419445,0.8816438750784319,0.5988344309027378,0.7651614692138755,0.7978167123539,0.6336731413228212,0.4916814348692088,0.553638876097986,0.48796293799902013,-106.827194,71.45737,81.033424,35.262993,47.809032,23.426592,13.651416,15.558939,13.011486,11.221275,6.87809,14.006525,7.5865817,11.012797,-2.6358705,10.02888,-2.5064445,12.155126,1.8714427,10.095006,-5.1371155,9.01044,-2.7479079,7.488073,-3.6657841,7.867425,-7.8779287,7.9474435,-4.8035975,8.144843,-6.376539,7.6048427,-7.3915057,8.152322,-4.730377,9.018168,-0.12420291,11.055103,-2.3227947,9.489581,-4.848464,9.749274,-2.8410952,8.899943,-2.7026472,9.196685,0.012557169,8.943749,-1.1944959,9.615985
./Data/genres_original/pop/pop.00031.wav,pop,0.51855595452272,0.3814179928796159,0.49189732862185087,0.46075236294660943,0.20987654320987653,0.3949367697715709,0.6877808962069905,0.657256692888565,0.4175706283633613,0.8016111553637586,0.33146173370643695,0.7562128387639547,0.48062391536914995,0.6343268991009744,0.4816423289510573,0.5502292395927462,0.4883019892283643,-18.84539,58.0919,71.32566,22.259552,-3.766896,16.86959,-1.4087266,15.726175,0.70546305,11.130232,-1.0589548,11.935092,-1.0548252,9.29632,-0.24742085,9.794338,0.62572306,10.93079,0.42704326,8.955583,-1.5037422,9.219585,-1.0761551,8.444303,2.4198709,6.8649335,1.245244,6.5887694,0.9670448,7.0262103,-3.5875123,7.3477483,0.88978606,6.9376173,-0.5054512,6.440687,0.7039658,6.2593255,1.6666042,6.954593,-1.505781,6.99119,-0.47084057,8.036707,1.4871987,8.4681225,4.223108,7.826822,3.2303476,6.363754
