fname,labels,ZCR(mean),ZCR(std),RMSE(mean),RMSE(std),tempo,chroma_stft(mean),chroma_stft(std),spectral_centroid(mean),spectral_centroid(std),spectral_bandwith(mean),spectral_bandwith(std),spectral_rollof(mean),spectral_rollof(std),harm(mean),harm(std),perc(mean),perc(std),mfcc_1(mean),mfcc_1(std),mfcc_2(mean),mfcc_2(std),mfcc_3(mean),mfcc_3(std),mfcc_4(mean),mfcc_4(std),mfcc_5(mean),mfcc_5(std),mfcc_6(mean),mfcc_6(std),mfcc_7(mean),mfcc_7(std),mfcc_8(mean),mfcc_8(std),mfcc_9(mean),mfcc_9(std),mfcc_10(mean),mfcc_10(std),mfcc_11(mean),mfcc_11(std),mfcc_12(mean),mfcc_12(std),mfcc_13(mean),mfcc_13(std),mfcc_14(mean),mfcc_14(std),mfcc_15(mean),mfcc_15(std),mfcc_16(mean),mfcc_16(std),mfcc_17(mean),mfcc_17(std),mfcc_18(mean),mfcc_18(std),mfcc_19(mean),mfcc_19(std),mfcc_20(mean),mfcc_20(std),mfcc_21(mean),mfcc_21(std),mfcc_22(mean),mfcc_22(std),mfcc_23(mean),mfcc_23(std),mfcc_24(mean),mfcc_24(std),mfcc_25(mean),mfcc_25(std)
./Data/genres_original/pop/pop.00027.wav,pop,0.1018672509425754,0.05316766008091949,0.1579022854566574,0.05233655497431755,83.35433467741936,0.3776119649410248,0.2927171289920807,2682.2841409756757,897.3845672809136,2923.9677288760545,436.72826267666505,5956.0789882721865,1973.9282727224295,-5.627448445011396e-07,0.1105702742934227,1.5113559129531495e-05,0.08743000030517578,-75.35941,68.2279,83.35071,28.659767,10.695162,18.703611,14.4605,14.750466,14.239106,12.039239,7.397378,11.47845,5.2808986,10.521744,-0.3932319,9.926886,5.7210793,9.998407,3.3658257,8.403234,-2.5226784,7.868329,-4.2161746,8.072605,-1.8445051,7.7485538,-5.9071975,7.432661,-1.2714547,7.2973294,-3.7691815,8.892828,-2.8537426,9.064863,-0.9322697,8.562303,-1.1161617,8.686302,-2.7156475,9.827937,-4.133138,9.146102,-0.564807,9.176905,2.5117862,8.994042,1.8615217,8.881922,2.008656,9.102986
./Data/genres_original/pop/pop.00033.wav,pop,0.1370099061049884,0.049314851310667374,0.13989581167697906,0.04999338835477829,99.38401442307692,0.4230360984802246,0.29213282465934753,2835.1193752816057,661.4625179777988,2731.752386690104,404.8291112623395,5944.9793131888055,1437.3805407249306,-0.00013842455518897623,0.10300879925489426,-0.000598561018705368,0.06704045832157135,-68.98024,95.88409,73.7614,22.268282,-12.468053,22.888102,9.550569,15.888206,-0.0406108,13.193267,12.724537,15.28411,3.1635811,11.652485,-0.07432033,12.761494,2.5329216,10.505482,2.8792171,7.565073,-1.6728497,8.518889,-3.015692,9.792555,1.6231787,6.66055,1.0967094,6.556072,0.9344072,5.462408,-0.41497236,5.9568806,-1.2391863,5.832932,-0.7579691,5.7409744,-1.7024553,6.0421295,-1.0375841,7.1377215,-1.2153224,6.863217,-3.0881202,7.940088,-2.1310027,7.2908616,-0.8559315,6.682934,-1.1906708,6.7937975
./Data/genres_original/pop/pop.00032.wav,pop,0.22864062197892498,0.1366048135707203,0.09786053001880646,0.04632936045527458,95.703125,0.4267692565917969,0.29856443405151367,4225.461048306688,1279.4736066372634,3404.380733308111,324.36400824834465,8483.38257685615,1448.8755492825994,-1.1210400771233253e-05,0.06191384047269821,1.009011066344101e-05,0.06810004264116287,-113.163,78.68354,41.597984,29.635162,21.517519,24.93522,11.098094,20.322233,17.437098,15.408671,0.60965705,14.605071,3.0298927,11.427036,0.08525047,12.269739,3.4522667,12.220077,0.28739408,9.625731,0.6187023,9.173528,1.2615824,8.6073065,2.8980768,8.5332365,-0.77601093,6.9681516,0.21645002,7.543303,-1.4073851,6.965076,-0.7568182,7.5237923,-0.86751634,8.625406,-1.5359048,9.006012,1.0719895,8.936865,0.5402696,9.8806505,0.41849905,10.349148,2.248957,10.099603,2.9012315,8.741168,1.8018794,8.836128
./Data/genres_original/pop/pop.00026.wav,pop,0.10349447747486465,0.062356989653056284,0.19562605023384094,0.0886332243680954,75.99954044117646,0.3349616527557373,0.3009161651134491,2525.5919589591927,1004.5240155255423,2848.409561296772,525.5258484274437,5552.801896026682,2227.6253381727515,8.091555173450615e-06,0.15141110122203827,5.718603279092349e-05,0.1077950969338417,-73.37298,64.50182,97.49157,28.380848,16.85425,23.199362,-0.59438705,16.159407,7.1818285,16.336655,4.867855,13.282612,0.75712484,11.832613,-5.5480394,12.633296,0.99840665,10.788364,4.9286504,9.970435,-5.832595,8.858984,-4.9275804,9.271369,-0.031149644,8.473019,-3.037111,8.626489,-0.14768411,9.335969,-2.3753452,9.364728,0.7281253,8.950831,0.68922067,8.181159,1.9680396,9.53144,0.8018674,8.912342,-4.247279,9.066788,-4.255018,9.275483,-1.6032437,8.502372,-0.13757697,8.1394205,2.1625857,8.590397
./Data/genres_original/pop/pop.00030.wav,pop,0.14867918600154678,0.06786708122174302,0.2030930370092392,0.07961016893386841,95.703125,0.3576304316520691,0.2910436689853668,3070.672740776136,780.386753575755,2975.765677265415,353.5813277278695,6653.076964907193,1510.1608467450571,-1.1970182640652638e-05,0.15094144642353058,2.2641033865511417e-05,0.1071988120675087,-18.16849,57.75568,72.28313,22.34588,-4.8913684,17.097946,-0.37640285,15.132361,1.6872772,10.445666,-0.92444575,11.595991,-1.3286743,8.988681,-0.3421871,9.419024,0.6516297,10.427172,-0.18650626,8.474763,-1.2240083,8.8756,-1.0513293,7.953706,2.5230043,6.3550296,1.2420251,6.180153,1.7439938,6.383405,-3.4468458,6.9508944,0.39184928,6.8171177,-0.8587082,6.202991,0.9233996,5.989301,1.6603035,6.534202,-1.2911543,6.82925,-0.31052166,7.8558054,1.5864856,8.200037,4.4245114,7.6044044,3.4411728,6.0909104
./Data/genres_original/pop/pop.00024.wav,pop,0.14444628226508122,0.0825516338119173,0.20741426944732666,0.09432324767112732,117.45383522727273,0.4111068844795227,0.3116636872291565,3301.0929850079233,893.4330024136618,3175.4641267443717,354.68966907307055,7301.5711100638055,1530.4456521379786,-2.870745674954378e-06,0.14074073731899261,-7.064276724122465e-05,0.1372547596693039,-40.904087,62.377117,61.54,23.896954,9.868571,20.20711,10.098781,18.781403,8.45437,13.101596,5.3719335,14.178363,8.382931,10.856162,3.5187213,10.698202,8.25046,9.628836,5.878693,9.740919,-0.09783147,8.599853,-0.56062317,8.635905,0.5559625,7.3987565,-1.9817557,8.139961,1.910873,8.378126,0.07908022,9.261755,-1.2651286,9.592717,1.2358273,9.695321,1.498413,10.133526,0.9474671,9.814893,0.91506803,9.682438,-0.88993186,9.247789,0.6332419,9.086724,-0.6335706,7.455252,-1.1258239,8.190761
./Data/genres_original/pop/pop.00018.wav,pop,0.12767176322022428,0.0746169756164035,0.20743432641029358,0.0611627921462059,123.046875,0.4100084900856018,0.29427552223205566,3433.9852325067322,915.8304798301397,3405.766699592917,303.1610859161414,7932.862007866879,1245.2777744699345,-1.2164992767793592e-05,0.14586739242076874,3.1947151001077145e-05,0.11435936391353607,-48.96048,46.861004,62.627907,21.436405,34.227123,21.334946,12.322167,16.61667,16.563198,10.308005,8.6150255,12.415273,8.76582,10.181723,5.259592,9.202506,6.7995486,8.7155075,9.060048,9.284856,-4.0810695,7.6415186,-0.7451284,7.6375766,-0.38003916,6.5200253,-0.47521973,8.273387,0.6501814,8.358872,1.7141889,8.875945,1.3645208,9.3650675,1.9240906,10.77536,3.8515859,11.321724,1.6070632,9.066457,0.39760473,10.743662,3.7116866,9.653472,4.032743,8.744023,3.8903697,7.8404245,1.9610006,7.358311
./Data/genres_original/pop/pop.00019.wav,pop,0.15598678883894046,0.10764978385371708,0.21086525917053223,0.07617020606994629,92.28515625,0.376596063375473,0.29670146107673645,3131.3254325021653,1095.076685950464,2944.9857252295656,438.33369768338116,6553.363079593242,1844.3149200650014,3.6868553365820844e-07,0.1431335061788559,-5.8488578360993415e-05,0.12494347244501114,-25.120617,62.283142,70.808525,28.737165,2.9293947,21.549969,7.533097,17.282282,1.4523046,14.099011,2.8564467,15.776959,1.9144237,11.389854,-6.8212695,10.18897,0.29936558,11.093381,-1.943024,9.895633,-6.645998,8.995982,-0.24678162,7.613123,-0.7579966,8.237466,-4.2492867,7.378039,-2.4382405,6.7072787,-5.674394,5.89698,-1.5684768,6.9582796,0.6676504,8.262113,1.6919546,8.59414,0.78575635,7.6217875,0.6010849,7.419574,-0.20550407,9.962577,2.9611135,8.554069,3.324378,8.251009,5.0329003,8.209023
./Data/genres_original/pop/pop.00025.wav,pop,0.10568551213263727,0.08758417457552027,0.18959826231002808,0.08068693429231644,151.99908088235293,0.330287903547287,0.30630332231521606,2927.9899764980723,1257.7041193679984,3200.83575564453,541.4478131827433,6815.933262942285,2372.0785156807005,-7.936723704915494e-06,0.1474553346633911,1.2861574759881478e-05,0.10679502785205841,-106.827194,71.45737,81.033424,35.262993,47.809032,23.426592,13.651416,15.558939,13.011486,11.221275,6.87809,14.006525,7.5865817,11.012797,-2.6358705,10.02888,-2.5064445,12.155126,1.8714427,10.095006,-5.1371155,9.01044,-2.7479079,7.488073,-3.6657841,7.867425,-7.8779287,7.9474435,-4.8035975,8.144843,-6.376539,7.6048427,-7.3915057,8.152322,-4.730377,9.018168,-0.12420291,11.055103,-2.3227947,9.489581,-4.848464,9.749274,-2.8410952,8.899943,-2.7026472,9.196685,0.012557169,8.943749,-1.1944959,9.615985
./Data/genres_original/pop/pop.00031.wav,pop,0.15285733275328692,0.06874427356945285,0.19832180440425873,0.07780680805444717,95.703125,0.366108775138855,0.2920033633708954,3110.8981962269786,779.4188886329781,2992.0106380347183,346.8369893146131,6744.988602994489,1477.6108609523696,1.893865737656597e-05,0.1445881724357605,-3.126860610791482e-05,0.10686859488487244,-18.84539,58.0919,71.32566,22.259552,-3.766896,16.86959,-1.4087266,15.726175,0.70546305,11.130232,-1.0589548,11.935092,-1.0548252,9.29632,-0.24742085,9.794338,0.62572306,10.93079,0.42704326,8.955583,-1.5037422,9.219585,-1.0761551,8.444303,2.4198709,6.8649335,1.245244,6.5887694,0.9670448,7.0262103,-3.5875123,7.3477483,0.88978606,6.9376173,-0.5054512,6.440687,0.7039658,6.2593255,1.6666042,6.954593,-1.505781,6.99119,-0.47084057,8.036707,1.4871987,8.4681225,4.223108,7.826822,3.2303476,6.363754
